mode: atomic
ai-chatter/cmd/bot/main.go:20.13,22.78 1 0
ai-chatter/internal/telegram/bot.go:169.16,172.3 1 2
ai-chatter/internal/telegram/bot.go:174.2,175.25 2 2
ai-chatter/internal/telegram/bot.go:175.25,178.3 2 2
ai-chatter/internal/telegram/bot.go:178.8,180.3 1 0
ai-chatter/internal/telegram/bot.go:181.2,182.12 2 2
ai-chatter/internal/telegram/bot.go:185.39,187.16 2 0
ai-chatter/internal/telegram/bot.go:187.16,189.3 1 0
ai-chatter/internal/telegram/bot.go:191.2,195.12 5 0
ai-chatter/internal/telegram/bot.go:198.47,200.12 2 14
ai-chatter/internal/telegram/bot.go:201.48,202.29 1 0
ai-chatter/internal/telegram/bot.go:203.42,204.30 1 12
ai-chatter/internal/telegram/bot.go:205.10,206.11 1 2
ai-chatter/internal/telegram/bot.go:210.40,232.2 2 0
ai-chatter/internal/telegram/bot.go:234.39,236.11 2 45
ai-chatter/internal/telegram/bot.go:237.124,238.21 1 43
ai-chatter/internal/telegram/bot.go:239.10,240.31 1 2
ai-chatter/internal/telegram/bot.go:244.42,249.24 4 0
ai-chatter/internal/telegram/bot.go:249.24,252.3 2 0
ai-chatter/internal/telegram/bot.go:254.2,256.30 2 0
ai-chatter/internal/telegram/bot.go:256.30,257.28 1 0
ai-chatter/internal/telegram/bot.go:257.28,258.34 1 0
ai-chatter/internal/telegram/bot.go:258.34,259.44 1 0
ai-chatter/internal/telegram/bot.go:259.44,261.14 2 0
ai-chatter/internal/telegram/bot.go:263.5,264.13 2 0
ai-chatter/internal/telegram/bot.go:266.4,267.12 2 0
ai-chatter/internal/telegram/bot.go:269.3,269.34 1 0
ai-chatter/internal/telegram/bot.go:269.34,271.12 2 0
ai-chatter/internal/telegram/bot.go:276.50,278.38 2 0
ai-chatter/internal/telegram/bot.go:278.38,281.3 2 0
ai-chatter/internal/telegram/bot.go:283.2,285.216 3 0
ai-chatter/internal/telegram/bot.go:290.64,291.34 1 1
ai-chatter/internal/telegram/bot.go:291.34,294.3 2 0
ai-chatter/internal/telegram/bot.go:295.2,297.13 3 1
ai-chatter/internal/telegram/bot.go:298.18,299.21 1 0
ai-chatter/internal/telegram/bot.go:299.21,302.4 2 0
ai-chatter/internal/telegram/bot.go:303.3,304.43 2 0
ai-chatter/internal/telegram/bot.go:304.43,307.4 2 0
ai-chatter/internal/telegram/bot.go:308.3,308.80 1 0
ai-chatter/internal/telegram/bot.go:308.80,311.4 2 0
ai-chatter/internal/telegram/bot.go:312.3,313.45 2 0
ai-chatter/internal/telegram/bot.go:313.45,316.4 2 0
ai-chatter/internal/telegram/bot.go:317.3,317.115 1 0
ai-chatter/internal/telegram/bot.go:318.15,319.21 1 0
ai-chatter/internal/telegram/bot.go:319.21,323.4 3 0
ai-chatter/internal/telegram/bot.go:324.3,325.33 2 0
ai-chatter/internal/telegram/bot.go:325.33,329.4 3 0
ai-chatter/internal/telegram/bot.go:330.3,330.78 1 0
ai-chatter/internal/telegram/bot.go:330.78,333.4 2 0
ai-chatter/internal/telegram/bot.go:334.3,335.45 2 0
ai-chatter/internal/telegram/bot.go:335.45,338.4 2 0
ai-chatter/internal/telegram/bot.go:339.3,339.114 1 0
ai-chatter/internal/telegram/bot.go:340.16,341.21 1 1
ai-chatter/internal/telegram/bot.go:341.21,345.4 3 0
ai-chatter/internal/telegram/bot.go:346.3,347.33 2 1
ai-chatter/internal/telegram/bot.go:347.33,351.4 3 1
ai-chatter/internal/telegram/bot.go:352.3,352.79 1 0
ai-chatter/internal/telegram/bot.go:352.79,355.4 2 0
ai-chatter/internal/telegram/bot.go:356.3,360.105 5 0
ai-chatter/internal/telegram/bot.go:366.62,368.12 2 11
ai-chatter/internal/telegram/bot.go:369.42,371.74 1 11
ai-chatter/internal/telegram/bot.go:372.48,374.66 1 0
ai-chatter/internal/telegram/bot.go:375.10,376.48 1 0
ai-chatter/internal/telegram/bot.go:382.45,384.25 2 0
ai-chatter/internal/telegram/bot.go:384.25,386.3 1 0
ai-chatter/internal/telegram/bot.go:387.2,387.10 1 0
ai-chatter/internal/telegram/bot.go:390.49,391.21 1 32
ai-chatter/internal/telegram/bot.go:391.21,393.3 1 32
ai-chatter/internal/telegram/bot.go:394.2,394.26 1 0
ai-chatter/internal/telegram/bot.go:397.79,400.25 3 17
ai-chatter/internal/telegram/bot.go:400.25,403.3 2 32
ai-chatter/internal/telegram/bot.go:404.2,404.25 1 17
ai-chatter/internal/telegram/bot.go:408.95,413.16 5 0
ai-chatter/internal/telegram/bot.go:413.16,415.3 1 0
ai-chatter/internal/telegram/bot.go:416.2,417.14 2 0
ai-chatter/internal/telegram/bot.go:421.89,424.15 3 9
ai-chatter/internal/telegram/bot.go:424.15,426.3 1 7
ai-chatter/internal/telegram/bot.go:427.2,429.13 3 9
ai-chatter/internal/telegram/bot.go:436.37,438.15 2 0
ai-chatter/internal/telegram/bot.go:438.15,440.3 1 0
ai-chatter/internal/telegram/bot.go:441.2,442.26 2 0
ai-chatter/internal/telegram/bot.go:442.26,444.3 1 0
ai-chatter/internal/telegram/bot.go:445.2,448.41 4 0
ai-chatter/internal/telegram/bot.go:448.41,450.3 1 0
ai-chatter/internal/telegram/bot.go:451.2,453.42 3 0
ai-chatter/internal/telegram/bot.go:453.42,455.3 1 0
ai-chatter/internal/telegram/bot.go:458.34,460.15 2 0
ai-chatter/internal/telegram/bot.go:460.15,462.3 1 0
ai-chatter/internal/telegram/bot.go:463.2,464.26 2 0
ai-chatter/internal/telegram/bot.go:464.26,466.3 1 0
ai-chatter/internal/telegram/bot.go:467.2,469.41 3 0
ai-chatter/internal/telegram/bot.go:469.41,471.3 1 0
ai-chatter/internal/telegram/bot.go:474.60,481.2 1 11
ai-chatter/internal/telegram/bot.go:483.54,486.41 3 2
ai-chatter/internal/telegram/bot.go:486.41,488.3 1 0
ai-chatter/internal/telegram/bot.go:491.56,495.21 4 9
ai-chatter/internal/telegram/bot.go:495.21,497.3 1 6
ai-chatter/internal/telegram/bot.go:498.2,498.11 1 3
ai-chatter/internal/telegram/bot.go:501.66,503.2 1 3
ai-chatter/internal/telegram/bot.go:505.88,506.39 1 3
ai-chatter/internal/telegram/bot.go:506.39,508.3 1 0
ai-chatter/internal/telegram/bot.go:509.2,510.31 2 3
ai-chatter/internal/telegram/bot.go:510.31,512.3 1 3
ai-chatter/internal/telegram/bot.go:513.2,514.19 2 3
ai-chatter/internal/telegram/bot.go:514.19,516.3 1 3
ai-chatter/internal/telegram/bot.go:517.2,517.42 1 3
ai-chatter/internal/telegram/bot.go:517.42,518.20 1 3
ai-chatter/internal/telegram/bot.go:518.20,520.4 1 2
ai-chatter/internal/telegram/bot.go:520.9,522.4 1 1
ai-chatter/internal/telegram/bot.go:523.3,523.39 1 3
ai-chatter/internal/telegram/bot.go:525.2,526.34 2 3
ai-chatter/internal/telegram/bot.go:526.34,529.3 2 0
ai-chatter/internal/telegram/bot.go:534.48,536.21 2 4
ai-chatter/internal/telegram/bot.go:536.21,538.3 1 4
ai-chatter/internal/telegram/bot.go:539.2,540.17 2 4
ai-chatter/internal/telegram/bot.go:542.43,545.21 3 46
ai-chatter/internal/telegram/bot.go:545.21,547.3 1 22
ai-chatter/internal/telegram/bot.go:548.2,549.10 2 46
ai-chatter/internal/telegram/bot.go:552.55,554.26 2 4
ai-chatter/internal/telegram/bot.go:554.26,556.3 1 4
ai-chatter/internal/telegram/bot.go:557.2,558.17 2 4
ai-chatter/internal/telegram/bot.go:560.48,563.26 3 6
ai-chatter/internal/telegram/bot.go:563.26,565.3 1 6
ai-chatter/internal/telegram/bot.go:566.2,567.10 2 6
ai-chatter/internal/telegram/bot.go:569.48,571.26 2 2
ai-chatter/internal/telegram/bot.go:571.26,573.3 1 0
ai-chatter/internal/telegram/bot.go:574.2,575.14 2 2
ai-chatter/internal/telegram/bot.go:575.14,578.3 2 2
ai-chatter/internal/telegram/bot.go:579.2,580.13 2 2
ai-chatter/internal/telegram/bot.go:582.42,584.21 2 3
ai-chatter/internal/telegram/bot.go:584.21,586.3 1 3
ai-chatter/internal/telegram/bot.go:587.2,587.26 1 3
ai-chatter/internal/telegram/bot.go:587.26,589.3 1 3
ai-chatter/internal/telegram/bot.go:590.2,590.17 1 3
ai-chatter/internal/telegram/bot.go:595.95,601.16 6 1
ai-chatter/internal/telegram/bot.go:601.16,603.3 1 0
ai-chatter/internal/telegram/bot.go:604.2,605.9 2 1
ai-chatter/internal/telegram/bot.go:605.9,606.68 1 0
ai-chatter/internal/telegram/bot.go:606.68,608.4 1 0
ai-chatter/internal/telegram/bot.go:609.3,609.42 1 0
ai-chatter/internal/telegram/bot.go:611.2,611.22 1 1
ai-chatter/internal/telegram/handlers.go:18.52,19.90 1 2
ai-chatter/internal/telegram/handlers.go:19.90,22.3 2 0
ai-chatter/internal/telegram/handlers.go:24.2,24.36 1 2
ai-chatter/internal/telegram/handlers.go:24.36,27.3 2 0
ai-chatter/internal/telegram/handlers.go:28.2,28.38 1 2
ai-chatter/internal/telegram/handlers.go:28.38,31.3 2 0
ai-chatter/internal/telegram/handlers.go:32.2,32.27 1 2
ai-chatter/internal/telegram/handlers.go:32.27,33.40 1 2
ai-chatter/internal/telegram/handlers.go:33.40,35.4 1 0
ai-chatter/internal/telegram/handlers.go:37.3,38.24 2 2
ai-chatter/internal/telegram/handlers.go:38.24,40.4 1 0
ai-chatter/internal/telegram/handlers.go:42.3,53.24 8 2
ai-chatter/internal/telegram/handlers.go:53.24,56.4 2 0
ai-chatter/internal/telegram/handlers.go:57.3,59.30 3 2
ai-chatter/internal/telegram/handlers.go:59.30,61.29 2 2
ai-chatter/internal/telegram/handlers.go:61.29,64.5 2 0
ai-chatter/internal/telegram/handlers.go:66.3,68.17 3 2
ai-chatter/internal/telegram/handlers.go:68.17,72.4 3 0
ai-chatter/internal/telegram/handlers.go:73.3,74.9 2 2
ai-chatter/internal/telegram/handlers.go:77.2,77.34 1 0
ai-chatter/internal/telegram/handlers.go:77.34,80.3 2 0
ai-chatter/internal/telegram/handlers.go:81.2,81.23 1 0
ai-chatter/internal/telegram/handlers.go:82.19,85.38 3 0
ai-chatter/internal/telegram/handlers.go:85.38,87.4 1 0
ai-chatter/internal/telegram/handlers.go:88.3,88.43 1 0
ai-chatter/internal/telegram/handlers.go:89.16,91.21 2 0
ai-chatter/internal/telegram/handlers.go:91.21,94.4 2 0
ai-chatter/internal/telegram/handlers.go:95.3,96.17 2 0
ai-chatter/internal/telegram/handlers.go:96.17,99.4 2 0
ai-chatter/internal/telegram/handlers.go:100.3,100.47 1 0
ai-chatter/internal/telegram/handlers.go:100.47,103.4 2 0
ai-chatter/internal/telegram/handlers.go:104.3,104.106 1 0
ai-chatter/internal/telegram/handlers.go:105.17,108.31 3 0
ai-chatter/internal/telegram/handlers.go:108.31,110.4 1 0
ai-chatter/internal/telegram/handlers.go:111.3,111.43 1 0
ai-chatter/internal/telegram/handlers.go:112.17,114.21 2 0
ai-chatter/internal/telegram/handlers.go:114.21,117.4 2 0
ai-chatter/internal/telegram/handlers.go:118.3,119.17 2 0
ai-chatter/internal/telegram/handlers.go:119.17,122.4 2 0
ai-chatter/internal/telegram/handlers.go:123.3,123.21 1 0
ai-chatter/internal/telegram/handlers.go:124.14,126.21 2 0
ai-chatter/internal/telegram/handlers.go:126.21,129.4 2 0
ai-chatter/internal/telegram/handlers.go:130.3,131.17 2 0
ai-chatter/internal/telegram/handlers.go:131.17,134.4 2 0
ai-chatter/internal/telegram/handlers.go:135.3,135.18 1 0
ai-chatter/internal/telegram/handlers.go:140.81,141.39 1 6
ai-chatter/internal/telegram/handlers.go:141.39,143.42 2 0
ai-chatter/internal/telegram/handlers.go:143.42,146.4 2 0
ai-chatter/internal/telegram/handlers.go:147.3,148.27 2 0
ai-chatter/internal/telegram/handlers.go:148.27,150.4 1 0
ai-chatter/internal/telegram/handlers.go:151.3,153.9 3 0
ai-chatter/internal/telegram/handlers.go:155.2,157.23 3 6
ai-chatter/internal/telegram/handlers.go:157.23,160.3 2 0
ai-chatter/internal/telegram/handlers.go:162.2,162.67 1 6
ai-chatter/internal/telegram/handlers.go:162.67,163.80 1 0
ai-chatter/internal/telegram/handlers.go:163.80,166.4 2 0
ai-chatter/internal/telegram/handlers.go:169.2,170.29 2 6
ai-chatter/internal/telegram/handlers.go:170.29,172.28 2 2
ai-chatter/internal/telegram/handlers.go:172.28,175.4 2 2
ai-chatter/internal/telegram/handlers.go:177.2,182.52 4 6
ai-chatter/internal/telegram/handlers.go:182.52,185.3 2 0
ai-chatter/internal/telegram/handlers.go:185.8,187.3 1 6
ai-chatter/internal/telegram/handlers.go:189.2,189.16 1 6
ai-chatter/internal/telegram/handlers.go:189.16,192.3 2 0
ai-chatter/internal/telegram/handlers.go:193.2,193.61 1 6
ai-chatter/internal/telegram/handlers.go:197.65,198.24 1 1
ai-chatter/internal/telegram/handlers.go:198.24,200.3 1 0
ai-chatter/internal/telegram/handlers.go:201.2,211.22 6 1
ai-chatter/internal/telegram/handlers.go:215.79,216.9 1 0
ai-chatter/internal/telegram/handlers.go:217.27,219.24 2 0
ai-chatter/internal/telegram/handlers.go:219.24,221.4 1 0
ai-chatter/internal/telegram/handlers.go:222.3,225.42 4 0
ai-chatter/internal/telegram/handlers.go:225.42,227.4 1 0
ai-chatter/internal/telegram/handlers.go:228.29,229.27 1 0
ai-chatter/internal/telegram/handlers.go:230.10,231.10 1 0
ai-chatter/internal/telegram/handlers.go:232.50,235.21 3 0
ai-chatter/internal/telegram/handlers.go:236.47,239.18 3 0
ai-chatter/internal/telegram/handlers.go:245.78,247.17 2 0
ai-chatter/internal/telegram/handlers.go:247.17,252.3 4 0
ai-chatter/internal/telegram/handlers.go:253.2,257.16 5 0
ai-chatter/internal/telegram/handlers.go:257.16,262.3 4 0
ai-chatter/internal/telegram/handlers.go:263.2,264.9 2 0
ai-chatter/internal/telegram/handlers.go:264.9,265.72 1 0
ai-chatter/internal/telegram/handlers.go:265.72,268.4 2 0
ai-chatter/internal/telegram/handlers.go:270.2,270.61 1 0
ai-chatter/internal/telegram/handlers.go:270.61,273.3 2 0
ai-chatter/internal/telegram/handlers.go:274.2,275.31 2 0
ai-chatter/internal/telegram/handlers.go:275.31,277.3 1 0
ai-chatter/internal/telegram/handlers.go:278.2,279.23 2 0
ai-chatter/internal/telegram/handlers.go:279.23,282.3 2 0
ai-chatter/internal/telegram/handlers.go:283.2,286.30 4 0
ai-chatter/internal/telegram/handlers.go:286.30,288.3 1 0
ai-chatter/internal/telegram/handlers.go:289.2,293.20 5 0
ai-chatter/internal/telegram/handlers.go:297.55,298.39 1 0
ai-chatter/internal/telegram/handlers.go:298.39,300.3 1 0
ai-chatter/internal/telegram/handlers.go:302.2,302.24 1 0
ai-chatter/internal/telegram/handlers.go:302.24,305.3 2 0
ai-chatter/internal/telegram/handlers.go:307.2,308.16 2 0
ai-chatter/internal/telegram/handlers.go:308.16,311.3 2 0
ai-chatter/internal/telegram/handlers.go:314.2,315.23 2 0
ai-chatter/internal/telegram/handlers.go:315.23,318.3 2 0
ai-chatter/internal/telegram/handlers.go:321.2,322.30 2 0
ai-chatter/internal/telegram/handlers.go:322.30,323.25 1 0
ai-chatter/internal/telegram/handlers.go:323.25,325.4 1 0
ai-chatter/internal/telegram/handlers.go:325.9,325.37 1 0
ai-chatter/internal/telegram/handlers.go:325.37,327.4 1 0
ai-chatter/internal/telegram/handlers.go:330.2,333.30 2 0
ai-chatter/internal/telegram/handlers.go:333.30,336.3 2 0
ai-chatter/internal/telegram/handlers.go:338.2,348.20 2 0
ai-chatter/internal/telegram/handlers.go:348.20,350.3 1 0
ai-chatter/internal/telegram/handlers.go:350.8,352.3 1 0
ai-chatter/internal/telegram/handlers.go:356.57,357.39 1 0
ai-chatter/internal/telegram/handlers.go:357.39,359.3 1 0
ai-chatter/internal/telegram/handlers.go:361.2,361.24 1 0
ai-chatter/internal/telegram/handlers.go:361.24,364.3 2 0
ai-chatter/internal/telegram/handlers.go:366.2,367.16 2 0
ai-chatter/internal/telegram/handlers.go:367.16,370.3 2 0
ai-chatter/internal/telegram/handlers.go:372.2,380.20 3 0
ai-chatter/internal/telegram/handlers.go:380.20,382.3 1 0
ai-chatter/internal/telegram/handlers.go:382.8,384.3 1 0
ai-chatter/internal/telegram/process.go:38.53,40.54 2 4
ai-chatter/internal/telegram/process.go:40.54,42.3 1 0
ai-chatter/internal/telegram/process.go:43.2,43.44 1 4
ai-chatter/internal/telegram/process.go:43.44,45.3 1 1
ai-chatter/internal/telegram/process.go:46.2,46.29 1 3
ai-chatter/internal/telegram/process.go:49.34,60.2 1 4
ai-chatter/internal/telegram/process.go:62.54,64.2 1 4
ai-chatter/internal/telegram/process.go:66.118,73.16 4 4
ai-chatter/internal/telegram/process.go:73.16,75.3 1 0
ai-chatter/internal/telegram/process.go:76.2,79.23 3 4
ai-chatter/internal/telegram/process.go:79.23,82.3 2 0
ai-chatter/internal/telegram/process.go:83.2,83.9 1 4
ai-chatter/internal/telegram/process.go:83.9,85.3 1 3
ai-chatter/internal/telegram/process.go:86.2,86.22 1 1
ai-chatter/internal/telegram/process.go:89.132,92.23 2 1
ai-chatter/internal/telegram/process.go:92.23,95.3 2 0
ai-chatter/internal/telegram/process.go:96.2,99.16 4 1
ai-chatter/internal/telegram/process.go:99.16,101.3 1 0
ai-chatter/internal/telegram/process.go:102.2,103.9 2 1
ai-chatter/internal/telegram/process.go:103.9,105.3 1 0
ai-chatter/internal/telegram/process.go:106.2,106.21 1 1
ai-chatter/internal/telegram/process.go:109.54,110.44 1 0
ai-chatter/internal/telegram/process.go:110.44,112.3 1 0
ai-chatter/internal/telegram/process.go:113.2,114.48 2 0
ai-chatter/internal/telegram/process.go:114.48,116.3 1 0
ai-chatter/internal/telegram/process.go:117.2,118.54 2 0
ai-chatter/internal/telegram/process.go:118.54,120.3 1 0
ai-chatter/internal/telegram/process.go:121.2,122.16 2 0
ai-chatter/internal/telegram/process.go:122.16,124.3 1 0
ai-chatter/internal/telegram/process.go:125.2,125.24 1 0
ai-chatter/internal/telegram/process.go:128.45,130.54 2 13
ai-chatter/internal/telegram/process.go:130.54,131.85 1 13
ai-chatter/internal/telegram/process.go:131.85,133.4 1 13
ai-chatter/internal/telegram/process.go:135.2,136.54 2 0
ai-chatter/internal/telegram/process.go:136.54,138.3 1 0
ai-chatter/internal/telegram/process.go:139.2,140.97 2 0
ai-chatter/internal/telegram/process.go:144.36,146.14 2 2
ai-chatter/internal/telegram/process.go:146.14,148.3 1 0
ai-chatter/internal/telegram/process.go:150.2,151.50 2 2
ai-chatter/internal/telegram/process.go:151.50,153.3 1 2
ai-chatter/internal/telegram/process.go:154.2,154.12 1 2
ai-chatter/internal/telegram/process.go:154.12,156.3 1 0
ai-chatter/internal/telegram/process.go:157.2,157.33 1 2
ai-chatter/internal/telegram/process.go:157.33,159.3 1 2
ai-chatter/internal/telegram/process.go:160.2,160.14 1 0
ai-chatter/internal/telegram/process.go:163.56,166.27 3 2
ai-chatter/internal/telegram/process.go:166.27,168.14 2 3
ai-chatter/internal/telegram/process.go:168.14,170.4 1 3
ai-chatter/internal/telegram/process.go:172.2,172.22 1 2
ai-chatter/internal/telegram/process.go:172.22,174.3 1 1
ai-chatter/internal/telegram/process.go:176.2,177.28 2 1
ai-chatter/internal/telegram/process.go:177.28,178.24 1 2
ai-chatter/internal/telegram/process.go:178.24,180.4 1 2
ai-chatter/internal/telegram/process.go:182.2,182.14 1 1
ai-chatter/internal/telegram/process.go:182.14,184.3 1 1
ai-chatter/internal/telegram/process.go:186.2,187.28 2 0
ai-chatter/internal/telegram/process.go:187.28,189.3 1 0
ai-chatter/internal/telegram/process.go:190.2,190.32 1 0
ai-chatter/internal/telegram/process.go:197.104,202.29 2 8
ai-chatter/internal/telegram/process.go:202.29,205.3 2 0
ai-chatter/internal/telegram/process.go:207.2,208.9 2 8
ai-chatter/internal/telegram/process.go:208.9,209.68 1 0
ai-chatter/internal/telegram/process.go:209.68,212.4 2 0
ai-chatter/internal/telegram/process.go:215.2,216.61 2 8
ai-chatter/internal/telegram/process.go:216.61,220.3 3 1
ai-chatter/internal/telegram/process.go:221.2,222.31 2 8
ai-chatter/internal/telegram/process.go:222.31,224.3 1 8
ai-chatter/internal/telegram/process.go:225.2,226.8 2 8
ai-chatter/internal/telegram/process.go:226.8,228.3 1 8
ai-chatter/internal/telegram/process.go:231.2,231.24 1 8
ai-chatter/internal/telegram/process.go:231.24,233.74 2 4
ai-chatter/internal/telegram/process.go:233.74,234.79 1 1
ai-chatter/internal/telegram/process.go:234.79,235.101 1 1
ai-chatter/internal/telegram/process.go:235.101,239.57 4 1
ai-chatter/internal/telegram/process.go:239.57,243.7 3 0
ai-chatter/internal/telegram/process.go:250.2,250.45 1 8
ai-chatter/internal/telegram/process.go:250.45,252.3 1 2
ai-chatter/internal/telegram/process.go:255.2,255.45 1 8
ai-chatter/internal/telegram/process.go:255.45,257.16 2 2
ai-chatter/internal/telegram/process.go:257.16,258.76 1 1
ai-chatter/internal/telegram/process.go:258.76,261.5 2 1
ai-chatter/internal/telegram/process.go:266.2,266.45 1 7
ai-chatter/internal/telegram/process.go:266.45,269.3 2 2
ai-chatter/internal/telegram/process.go:271.2,273.23 3 5
ai-chatter/internal/telegram/process.go:273.23,276.3 2 0
ai-chatter/internal/telegram/process.go:278.2,281.30 4 5
ai-chatter/internal/telegram/process.go:281.30,283.3 1 5
ai-chatter/internal/telegram/process.go:284.2,288.25 5 5
ai-chatter/internal/telegram/process.go:291.79,293.19 2 3
ai-chatter/internal/telegram/process.go:293.19,295.3 1 3
ai-chatter/internal/telegram/process.go:296.2,297.23 2 3
ai-chatter/internal/telegram/process.go:297.23,300.3 2 0
ai-chatter/internal/telegram/process.go:301.2,305.12 5 3
ai-chatter/internal/telegram/process.go:306.42,307.38 1 3
ai-chatter/internal/telegram/process.go:308.48,309.49 1 0
ai-chatter/internal/telegram/process.go:310.10,311.35 1 0
ai-chatter/internal/telegram/process.go:313.2,331.16 15 3
ai-chatter/internal/telegram/process.go:331.16,338.3 6 0
ai-chatter/internal/telegram/process.go:339.2,341.85 2 3
ai-chatter/internal/telegram/process.go:341.85,343.21 2 3
ai-chatter/internal/telegram/process.go:343.21,345.4 1 3
ai-chatter/internal/telegram/process.go:346.3,349.24 4 3
ai-chatter/internal/telegram/process.go:350.8,355.3 4 0
ai-chatter/internal/telegram/process.go:356.2,356.24 1 3
ai-chatter/internal/telegram/process.go:359.48,367.2 1 3
ai-chatter/internal/telegram/process.go:369.46,371.2 1 15
ai-chatter/internal/telegram/process.go:373.34,373.61 1 0
ai-chatter/internal/telegram/process.go:376.104,377.24 1 0
ai-chatter/internal/telegram/process.go:377.24,380.3 2 0
ai-chatter/internal/telegram/process.go:383.2,385.31 2 0
ai-chatter/internal/telegram/process.go:385.31,386.27 1 0
ai-chatter/internal/telegram/process.go:387.32,392.26 3 0
ai-chatter/internal/telegram/process.go:392.26,397.13 2 0
ai-chatter/internal/telegram/process.go:401.4,402.25 2 0
ai-chatter/internal/telegram/process.go:402.25,407.13 2 0
ai-chatter/internal/telegram/process.go:411.4,412.32 2 0
ai-chatter/internal/telegram/process.go:412.32,413.27 1 0
ai-chatter/internal/telegram/process.go:413.27,415.6 1 0
ai-chatter/internal/telegram/process.go:415.11,415.39 1 0
ai-chatter/internal/telegram/process.go:415.39,417.6 1 0
ai-chatter/internal/telegram/process.go:421.4,421.32 1 0
ai-chatter/internal/telegram/process.go:421.32,426.13 2 0
ai-chatter/internal/telegram/process.go:429.4,437.22 2 0
ai-chatter/internal/telegram/process.go:437.22,442.5 1 0
ai-chatter/internal/telegram/process.go:442.10,447.5 1 0
ai-chatter/internal/telegram/process.go:449.24,454.26 3 0
ai-chatter/internal/telegram/process.go:454.26,459.13 2 0
ai-chatter/internal/telegram/process.go:462.4,468.22 2 0
ai-chatter/internal/telegram/process.go:468.22,473.5 1 0
ai-chatter/internal/telegram/process.go:473.10,478.5 1 0
ai-chatter/internal/telegram/process.go:480.29,485.26 3 0
ai-chatter/internal/telegram/process.go:485.26,490.13 2 0
ai-chatter/internal/telegram/process.go:493.4,494.28 2 0
ai-chatter/internal/telegram/process.go:494.28,499.13 2 0
ai-chatter/internal/telegram/process.go:502.4,505.24 2 0
ai-chatter/internal/telegram/process.go:505.24,506.33 1 0
ai-chatter/internal/telegram/process.go:506.33,511.14 2 0
ai-chatter/internal/telegram/process.go:513.5,513.36 1 0
ai-chatter/internal/telegram/process.go:516.4,518.22 2 0
ai-chatter/internal/telegram/process.go:518.22,523.5 1 0
ai-chatter/internal/telegram/process.go:523.10,528.5 1 0
ai-chatter/internal/telegram/process.go:530.11,535.61 2 0
ai-chatter/internal/telegram/process.go:540.2,540.26 1 0
ai-chatter/internal/telegram/process.go:540.26,542.3 1 0
ai-chatter/internal/telegram/process.go:546.128,551.37 2 0
ai-chatter/internal/telegram/process.go:551.37,557.3 1 0
ai-chatter/internal/telegram/process.go:560.2,569.16 4 0
ai-chatter/internal/telegram/process.go:569.16,572.3 2 0
ai-chatter/internal/telegram/process.go:575.2,575.51 1 0
ai-chatter/internal/telegram/process.go:579.45,581.2 1 0
